Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
uup16,internal shutdown,28,internal shutdown taken customer,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer 33kv bus maintenance work,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer ct replacement work,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer ct vcb jumper work substation yard & feeder charged,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer jumper repalacement work,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer jumper replacement work,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer jumper work,2,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer line maintenance work completed & feeder charged,2,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer line maintenance work progress,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer line stringing work,1,bhatkheda
uup16,internal shutdown,28,internal shutdown taken customer stud pole fixing work,2,bhatkheda
uup16,internal shutdown,28,wtg stopped customer per instruction,1,bhatkheda
uup16,line side breaker feedback active commanded close.,10,auto reset,8,bhatkheda
uup16,line side breaker feedback active commanded close.,10,replaced convertor cabinet stator breaker,1,bhatkheda
uup16,line side breaker feedback active commanded close.,10,wtg reset restored,1,bhatkheda
uup16,manual stop,8,220kv s/s shutdown taken lws maintenance work,1,bhatkheda
uup16,manual stop,8,220kv s/s shutdown taken phase pt fuse replacement work,1,bhatkheda
uup16,manual stop,8,wtg attending installation torque limitor measurement device done restore wtg.,2,bhatkheda
uup16,manual stop,8,wtg stopped blade lps resistance measurement work done,1,bhatkheda
uup16,manual stop,8,wtg stopped cmm kit installation (emi filter) & modification work,1,bhatkheda
uup16,manual stop,8,wtg stopped internal audit work customer work done restored wtg,1,bhatkheda
uup16,manual stop,8,wtg stopped parameters checking work,1,bhatkheda
uup16,manual stop internal shutdown,1,internal feeder shutdown taken customer maintenance work,1,bhatkheda
uup16,maximum time yaw positioning exceeded.,4,attend,2,bhatkheda
uup16,maximum time yaw positioning exceeded.,4,replaced 14q8 relay nacelle cabinet,1,bhatkheda
uup16,maximum time yaw positioning exceeded.,4,wtg reset restored,1,bhatkheda
uup16,nacelle cabinet +3nca200 ups module battery mode.,1,auto reset,1,bhatkheda
uup16,nacelle inspection,2,wtg stopped nacelle inspection work done also cleaning yaw rim surface,2,bhatkheda
uup16,nacelle rotation overspeed.,3,auto reset,1,bhatkheda
uup16,nacelle rotation overspeed.,3,wtg reset restored,2,bhatkheda
uup16,non plausible pitch state difference.,5,auto reset,4,bhatkheda
uup16,non plausible pitch state difference.,5,wtg reset restored,1,bhatkheda
uup16,pitch started wrong capacitor state.,6,reset restore wtg,1,bhatkheda
uup16,pitch started wrong capacitor state.,6,reset restored,2,bhatkheda
uup16,pitch started wrong capacitor state.,6,reset restored wtg,1,bhatkheda
uup16,pitch started wrong capacitor state.,6,wtg reset restored,2,bhatkheda
uup16,preventive maintenance,36,restored wtg,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped half yearly preventive maintenance also activity generator alignment work done,8,bhatkheda
uup16,preventive maintenance,36,wtg stopped half yearly preventive maintenance also fixed complete la cable nacelle,2,bhatkheda
uup16,preventive maintenance,36,wtg stopped half yearly preventive maintenance work done,2,bhatkheda
uup16,preventive maintenance,36,wtg stopped half yearly uss maintenance work done,3,bhatkheda
uup16,preventive maintenance,36,wtg stopped tower torquing & blade tensioning work,2,bhatkheda
uup16,preventive maintenance,36,wtg stopped uss half yearly preventive maintenance work done restored wtg,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped uss visual preventive maintenance work done,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped uss yearly preventive maintenance work done,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped uss yearly preventive maintenance work done restored wtg,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped visual maintenance work done,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped wtg half yearly preventive maintenance also activity generator alignment done restored wtg,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped wtg visual preventive maintenance work also activity attending warning,4,bhatkheda
uup16,preventive maintenance,36,wtg stopped wtg yearly preventive maintenance work done restored wtg,1,bhatkheda
uup16,preventive maintenance,36,wtg stopped yearly preventive maintenance work done,2,bhatkheda
uup16,preventive maintenance,36,wtg stopped yearly uss maintenance work,3,bhatkheda
uup16,preventive maintenance,36,wtg stopped yearly wtg maintenance work,2,bhatkheda
uup16,slc operational mode.,1,wtg reset restored,1,bhatkheda
uup16,slc tiggered pitch safety run.,1,wtg reset & restored wtg,1,bhatkheda
uup16,slc: pitch actuator supervision module error state.,4,attended & restoration wip,1,bhatkheda
uup16,slc: pitch actuator supervision module error state.,4,reboot & restored wtg,1,bhatkheda
uup16,slc: pitch actuator supervision module error state.,4,wtg reset restored.,2,bhatkheda
uup16,slc: rotor brake closing time specified limit,1,reboot & restored wtg,1,bhatkheda
uup16,slc: speed supervision module error state.,1,reboot & restored wtg,1,bhatkheda
uup16,slc: tower vibration switch tripped.,21,cleaning yaw rim surface & checked connections acceleration sensor restored wtg,1,bhatkheda
uup16,slc: tower vibration switch tripped.,21,reset & restarted,1,bhatkheda
uup16,slc: tower vibration switch tripped.,21,reset & restored wtg,3,bhatkheda
uup16,slc: tower vibration switch tripped.,21,reset restore wtg,4,bhatkheda
uup16,slc: tower vibration switch tripped.,21,reset restored wtg,1,bhatkheda
uup16,slc: tower vibration switch tripped.,21,wtg reset & restored wtg,1,bhatkheda
uup16,slc: tower vibration switch tripped.,21,wtg reset restored,9,bhatkheda
uup16,slc: tower vibration switch tripped.,21,wtg reset restored.,1,bhatkheda
uup16,software updation & modification,1,ngcc software updated,1,bhatkheda
uup16,special activity,14,wtg stopped amsc team torque measuring instrument fixing work done,4,bhatkheda
uup16,special activity,14,wtg stopped blade lps resistance measurement work,1,bhatkheda
uup16,special activity,14,wtg stopped generator alignment work done,2,bhatkheda
uup16,special activity,14,wtg stopped gps time synchronization work,1,bhatkheda
uup16,special activity,14,wtg stopped parameter setting work,2,bhatkheda
uup16,special activity,14,wtg stopped t4 nacelle bolt replacement work done,3,bhatkheda
uup16,special activity,14,wtg stopped tower fr paint work done,1,bhatkheda
uup16,special activity - amsc stoppage,21,attend,1,bhatkheda
uup16,special activity - amsc stoppage,21,attended,4,bhatkheda
uup16,special activity - amsc stoppage,21,wtg stopped amsc team cmm kit installation modification work,1,bhatkheda
uup16,special activity - amsc stoppage,21,wtg stopped amsc team inspection work,4,bhatkheda
uup16,special activity - amsc stoppage,21,wtg stopped amsc team torque limiter measuring instrument checking work,1,bhatkheda
uup16,special activity - amsc stoppage,21,wtg stopped amsc team torque limiter torque measuring work,9,bhatkheda
uup16,special activity - amsc stoppage,21,wtg stopped amsc team wtg inspection work done,1,bhatkheda
uup16,special activity - blade lps resistance measurement & inspection,4,wtg stopped blade cleaning also activity winch testing & climb assist checking work done,1,bhatkheda
uup16,special activity - blade lps resistance measurement & inspection,4,wtg stopped blade lps resistance measurement work,1,bhatkheda
uup16,special activity - blade lps resistance measurement & inspection,4,wtg stopped blade lps resistance measurement work done,2,bhatkheda
uup16,special activity - power cable inspection,2,wtg stopped power cable inspection work,2,bhatkheda
uup16,special activity - repeated error rectification,4,restored wtg,1,bhatkheda
uup16,special activity - repeated error rectification,4,"wtg attending warring ""gearbox oil filter 75% clogged."" replaced gearbox on-line oil filter",1,bhatkheda
uup16,special activity - repeated error rectification,4,wtg stopped attending repeated error,2,bhatkheda
uup16,special activity - software updation modification,11,attend,1,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped parameter setting work,1,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped plc ngcc software updating work done,1,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped plc software updation power booster,1,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped plc software uploaded power booster up-gradation work,5,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped power booster up-gradation work also activity wtg & uss visual maintenance work done,1,bhatkheda
uup16,special activity - software updation modification,11,wtg stopped sineax software uploading work,1,bhatkheda
uup16,special activity - uss yard inspection,4,wtg ms transformer oil leakege arrested work,2,bhatkheda
uup16,special activity - uss yard inspection,4,wtg stopped transformer tap changing work 2 3,1,bhatkheda
uup16,special activity - uss yard inspection,4,wtg stopped transformer tap changing work 3 2,1,bhatkheda
uup16,special activity - wtg critical points checking,13,attend,5,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped ccu unit radiator cover welding work,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped convertor inspection work,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped coolant drain top 45 ltr. work done convertor cooling unit restored wtg,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped nosecone hardware fixing work,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped nosecone inspection work,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped stator breaker inspection work,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped uss vcb,1,bhatkheda
uup16,special activity - wtg critical points checking,13,wtg stopped winch testing work,1,bhatkheda
uup16,special activity - wtg parameters checking,6,wtg stopped anemometer parameter checking work,1,bhatkheda
uup16,special activity - wtg parameters checking,6,wtg stopped nacelle orientation work,2,bhatkheda
uup16,special activity - wtg parameters checking,6,wtg stopped parameter checking work,3,bhatkheda
uup16,speed measurement deviation generator rotor speed.,3,attended restored,2,bhatkheda
uup16,speed measurement deviation generator rotor speed.,3,replaced torque limiter,1,bhatkheda
uup16,speed measurement generator speed negative maximum.,3,auto reset,1,bhatkheda
uup16,speed measurement generator speed negative maximum.,3,wtg reset restored,2,bhatkheda
uup16,stator breaker control sequence openening indicates maintainance.,1,reboot & restored wtg,1,bhatkheda
uup16,stator breaker failed closing demanded close.,3,attend,1,bhatkheda
uup16,stator breaker failed closing demanded close.,3,auto reset,1,bhatkheda
uup16,stator breaker failed closing demanded close.,3,checked stator breaker open/closing coil,1,bhatkheda
uup16,stator breaker failed open demanded open.,1,reboot & restart,1,bhatkheda
uup16,stator breaker opened undervoltage release buffer ready.,25,auto reset,21,bhatkheda
uup16,stator breaker opened undervoltage release buffer ready.,25,auto reseted,1,bhatkheda
uup16,stator breaker opened undervoltage release buffer ready.,25,reset restore wtg,1,bhatkheda
uup16,stator breaker opened undervoltage release buffer ready.,25,wtg reset & restored wtg,1,bhatkheda
uup16,stator breaker opened undervoltage release buffer ready.,25,wtg reset restored,1,bhatkheda
uup16,svi slc communication error,14,auto reset,1,bhatkheda
uup16,svi slc communication error,14,reboot & restored wtg,3,bhatkheda
uup16,svi slc communication error,14,reset & restart,1,bhatkheda
uup16,svi slc communication error,14,reset & restored wtg,1,bhatkheda
uup16,svi slc communication error,14,reset restored wtg,1,bhatkheda
uup16,svi slc communication error,14,wtg reset & restored wtg,3,bhatkheda
uup16,svi slc communication error,14,wtg reset restored,4,bhatkheda
uup16,temperature cable loop- connection point t4 error level,17,checked connection pt100 sensor cable loop,1,bhatkheda
uup16,temperature cable loop- connection point t4 error level,17,reboot & restored wtg,1,bhatkheda
uup16,temperature cable loop- connection point t4 error level,17,wtg reset & restored wtg,1,bhatkheda
uup16,temperature cable loop- connection point t4 error level,17,wtg reset restored,14,bhatkheda
uup16,torquing tensioning,9,attend,2,bhatkheda
uup16,torquing tensioning,9,wtg stopped blade tensioning & tower torquing work done,1,bhatkheda
uup16,torquing tensioning,9,wtg stopped tower torquing & blade tensioning work,5,bhatkheda
uup16,torquing tensioning,9,wtg stopped tower torquing & blade tensioning work done restored wtg,1,bhatkheda
uup16,tower inspection,1,wtg stopped inspection work,1,bhatkheda
uup16,tower-vibration (acceleration peak-to-peak value) drivetrain direction error limit,2,auto reset,2,bhatkheda
uup16,voltage difference,4,auto reset (due jerk feeder),1,bhatkheda
uup16,voltage difference,4,auto reset grid voltage ok.,1,bhatkheda
uup16,voltage difference,4,auto reset grid voltage ok. (due heavy jerk feeder),1,bhatkheda
uup16,voltage difference,4,auto reset grid voltage ok. (heavy jerk feeder),1,bhatkheda
uup16,wind direction difference error.,2,auto reset,2,bhatkheda
uup16,wind speed difference error.,4,auto reset,3,bhatkheda
uup16,wind speed difference error.,4,reboot & restored wtg,1,bhatkheda
uup16,wtg audit,2,wtg stopped internal audit also activity generator alignment work done,2,bhatkheda
uup16,wtg offline,1,inox scada issue,1,bhatkheda
uup16,wtg stopped customer 220kv line work mpptcl,2,shutdown taken mpptcl feeder termination & jumpering work 220kv nagda neemuch-ii lilo line,2,bhatkheda
uup16,yaw converter state error external fault.,10,auto reset,2,bhatkheda
uup16,yaw converter state error external fault.,10,checked yaw motor break gap setting,8,bhatkheda
uup16,yaw teeth lubrication maintenance state.,15,reboot & restored wtg,11,bhatkheda
uup16,yaw teeth lubrication maintenance state.,15,reboot restored wtg,4,bhatkheda
uup16,yaw teeth lubrication tank empty wire break.,2,wtg stopped attending warring,2,bhatkheda
uup17,acb & vcb maintenance,1,wtg stopped acb & vcb relay testing & servicing work,1,bhatkheda
uup17,active power 10m filter limit.,2,auto reset,2,bhatkheda
uup17,alarm stator breaker control sequence state machine detected error.,2,auto reset,1,bhatkheda
uup17,alarm stator breaker control sequence state machine detected error.,2,reset & restored wtg,1,bhatkheda
uup17,anemometer 1 communication warning.,2,wtg stopped attending warning,2,bhatkheda
uup17,anemometer 1 measurement error.,2,auto reset,1,bhatkheda
uup17,anemometer 1 measurement error.,2,wtg reset restored,1,bhatkheda
uup17,anemometer 2 measurement error.,4,auto reset,4,bhatkheda
uup17,blade 1: big deviations model (inside hysteresis).,2,auto reset,2,bhatkheda
uup17,blade 1: communication failure (slave master operational state guarding error).,2,reboot restored wtg,1,bhatkheda
uup17,blade 1: communication failure (slave master operational state guarding error).,2,wtg reset restored.,1,bhatkheda
uup17,blade 1: ips active wrong area.,1,wtg reset restored,1,bhatkheda
uup17,blade 2: blade state plausibility.,1,wtg reset restored,1,bhatkheda
uup17,blade 2: ips active wrong area.,1,wtg reset restored.,1,bhatkheda
uup17,blade 3: communication failure (slave master operational state guarding error).,1,wtg restoration work progress,1,bhatkheda
uup17,blade 3: ips active wrong area.,2,wtg reset restored,1,bhatkheda
uup17,blade 3: ips active wrong area.,2,wtg reset restored.,1,bhatkheda
uup17,blade 3: minimum dc-link voltage reached report immediately error.,1,auto reset,1,bhatkheda
uup17,blade bearing lubrication maintenance state.,4,reboot & restored wtg,2,bhatkheda
uup17,blade bearing lubrication maintenance state.,4,reboot restored wtg,2,bhatkheda
uup17,blade inspection,2,wtg stopped blade inspection work,1,bhatkheda
uup17,blade inspection,2,wtg stopped visual blade inspection work,1,bhatkheda
uup17,blade teeth lubrication maintenance state.,19,blade teeth lubrication maintenance state. reboot & restart,1,bhatkheda
uup17,blade teeth lubrication maintenance state.,19,reboot & restart,1,bhatkheda
uup17,blade teeth lubrication maintenance state.,19,reboot & restored wtg,9,bhatkheda
uup17,blade teeth lubrication maintenance state.,19,reboot restored wtg,8,bhatkheda
uup17,brake pad 2 worn.,2,reboot & restored wtg,2,bhatkheda
uup17,connectivity issue error,1,-,1,bhatkheda
uup17,converter system fault active.,3,auto reset,2,bhatkheda
uup17,converter system fault active.,3,reboot & restored wtg,1,bhatkheda
uup17,customer request,3,wtg isolator open customer lws maintenance work,1,bhatkheda
uup17,customer request,3,wtg stopped customer per instruction,2,bhatkheda
uup17,customer stoppage,3,wtg stopped customer audit work,3,bhatkheda
uup17,dbr energy consumed.,1,reboot & restored wtg,1,bhatkheda
uup17,dc bus hardware over-voltage fault.,1,auto reset,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,found vcb tripped common fault checked related circuit found ok,3,bhatkheda
uup17,detected grid state converter faulted ok.,27,found vcb tripped current checked related circuit found ok,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,found vcb tripped current checked related circuit found ok vcb charged & restored wtg,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,found vcb tripped earth fault & current checked related circuit found ok vcb charged & restored wtg,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,replaced numerical relay cr panel,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg auto reset grid normalization,2,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg auto reseted grid normalization,2,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg auto rested grid normalization,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg reset restored. (jerk feeder),2,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg rested grid normalization,1,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg stopped due access road blocked unknown person,11,bhatkheda
uup17,detected grid state converter faulted ok.,27,wtg stopped due access road blocked unknown person & restored wtg,1,bhatkheda
uup17,drive train swinging.,1,auto reset,1,bhatkheda
uup17,earth fault,2,feeder charged,2,bhatkheda
uup17,efficiency upgrade,1,wtg stopped plc software updation power booster,1,bhatkheda
uup17,encoder fault detection error persists.,1,reset restored wtg,1,bhatkheda
uup17,encoder index alarm.,7,attend,3,bhatkheda
uup17,encoder index alarm.,7,attended restored,1,bhatkheda
uup17,encoder index alarm.,7,replaced generator encoder & used spare generator rpm ofc cable,1,bhatkheda
uup17,encoder index alarm.,7,used spare rpm ofc cable & earthing carbon 01 nos. brush replaced also activity anemometer earthing ft sensor wiring tb modification work done,1,bhatkheda
uup17,encoder index alarm.,7,wtg stopped attending warning,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,attend,3,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,attended,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,auto reset,14,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,reboot & restored wtg,3,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,reboot restored wtg,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,replaced 02 nos. generator earthing brush usable,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,replaced 02 nos. generator earthing carbon brush,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,replaced 02 nos. generator power earthing carbon brush,1,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,wtg reset & restored wtg,2,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,wtg reset restored,5,bhatkheda
uup17,encoder rate alarms exceeded treshold.,34,wtg reset restored.,2,bhatkheda
uup17,error,1,reboot & restored wtg,1,bhatkheda
uup17,external diode temperature warning limit.,1,wtg stopped checking external diode sensor connections & checked cca100 panel cooling sensor system,1,bhatkheda
uup17,external shutdown,3,220 kv bus add new 160 mva transformer eb,1,bhatkheda
uup17,external shutdown,3,mpptcl team take 220kv line shutdown main bus work daloda substation,1,bhatkheda
uup17,external shutdown,3,shutdown taken mpptcl 220kv substation,1,bhatkheda
uup17,f-01 tripped due earth fault,1,feeder charged,1,bhatkheda
uup17,fault synchronization line side filters.,1,auto reset,1,bhatkheda
uup17,fd01 tripped,1,feeder tripped overcurrent,1,bhatkheda
uup17,feeder shutdown maintenance,1,wtg stopped customer line maintenance work,1,bhatkheda
uup17,feeder shutdownfor lws maintenance,1,feeder manitenance completed,1,bhatkheda
uup17,feeder tripped e/f,14,feeder charged,12,bhatkheda
uup17,feeder tripped e/f,14,feeder tripped due transformer-1 overloaded,1,bhatkheda
uup17,feeder tripped e/f,14,grid resume,1,bhatkheda
uup17,feeder tripped o/c,4,feeder charged,4,bhatkheda
uup17,gear box inspection,1,wtg stopped gear box radiator cleaning work done restored wtg,1,bhatkheda
uup17,generator cooling slipring fan overload switch 2 open/tripped.,1,wtg reset restored,1,bhatkheda
uup17,generator side synchronization timeout.,3,auto reset,1,bhatkheda
uup17,generator side synchronization timeout.,3,reset & restart,1,bhatkheda
uup17,generator side synchronization timeout.,3,wtg reset restored,1,bhatkheda
uup17,generator underspeed fault.,2,auto reset,1,bhatkheda
uup17,generator underspeed fault.,2,wtg reset & restored wtg,1,bhatkheda
uup17,generator winding w temperature error limit.,1,replaced generator cooling pump mechanical seal & pressure gauge also coolant top done,1,bhatkheda
uup17,grid loss,24,auto reset grid voltage ok.,1,bhatkheda
uup17,grid loss,24,wtg access road blocked unknown person,1,bhatkheda
uup17,grid loss,24,wtg auto reset grid normalization,2,bhatkheda
uup17,grid loss,24,wtg restored & start,1,bhatkheda
uup17,grid loss,24,wtg stopped due access road blocked unknown person,19,bhatkheda
uup17,grid voltage ok.,8,auto reset grid voltage ok.,1,bhatkheda
uup17,grid voltage ok.,8,check & tighting connections dry transformer,1,bhatkheda
uup17,grid voltage ok.,8,found vcb tripped common fault checked related circuit found ok,3,bhatkheda
uup17,grid voltage ok.,8,found vcb tripped common fault checked related circuit found ok vcb charged & restored wtg,1,bhatkheda
uup17,grid voltage ok.,8,found vcb tripped earth fault & current checked related circuit found ok vcb charged & restored wtg,2,bhatkheda
uup17,gsc zero-sequence current peak high,3,attend,1,bhatkheda
uup17,gsc zero-sequence current peak high,3,checked & found three rotor cable insulation damaged near cable socks repaired,1,bhatkheda
uup17,gsc zero-sequence current peak high,3,wtg restoration work progress (wtg attended error;(7788) gsc zero-sequence current peak high. indicative ground fault rotor-side power circuit.),1,bhatkheda
uup17,gsc zero-sequence current peak high. indicative ground fault rotor-side power circuit.,2,,1,bhatkheda
uup17,gsc zero-sequence current peak high. indicative ground fault rotor-side power circuit.,2,checked generator slip ring,1,bhatkheda
uup17,hub healthcheck alarm.,16,auto reset,4,bhatkheda
uup17,hub healthcheck alarm.,16,reboot & restored wtg,4,bhatkheda
uup17,hub healthcheck alarm.,16,reset & restored wtg,1,bhatkheda
uup17,hub healthcheck alarm.,16,wtg reset & restored wtg,4,bhatkheda
uup17,hub healthcheck alarm.,16,wtg reset restored,3,bhatkheda
uup17,hub healthcheck timeout.,4,auto reset wtg,1,bhatkheda
uup17,hub healthcheck timeout.,4,reboot & restored wtg,1,bhatkheda
uup17,hub healthcheck timeout.,4,wtg reset restored,1,bhatkheda
uup17,hub healthcheck timeout.,4,wtg reset restored.,1,bhatkheda
uup17,hub healthcheck: blade 1 available battery energy low,2,auto reset,2,bhatkheda
uup17,internal shutdown,28,220/33kv substation yearly maintenance work,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer 220kv line maintenance gss substation,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer 220kv line work substation mainteance work,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer 220kv line work substation maintenance work,2,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer 33kv line ct replacement work gss,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer relay testing work,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken customer vcb servicing & relay testing work gss,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken lws maintenance customer,1,bhatkheda
uup17,internal shutdown,28,feeder shutdown taken lws maintenance customer.,1,bhatkheda
uup17,internal shutdown,28,internal feeder shutdown taken customer jumper replacement work,1,bhatkheda
uup17,internal shutdown,28,internal feeder shutdown taken customer ofc work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer 33kv bus maintenance work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer ct replacement work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer ct vcb jumper work substation yard & feeder charged,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer jumper repalacement work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer jumper replacement work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer jumper work,2,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer line maintenance work completed & feeder charged,2,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer line maintenance work progress,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer line stringing work,1,bhatkheda
uup17,internal shutdown,28,internal shutdown taken customer stud pole fixing work,2,bhatkheda
uup17,internal shutdown,28,wtg stopped customer 220kv line maintenance gss substation,1,bhatkheda
uup17,internal shutdown,28,wtg stopped customer per instruction,1,bhatkheda
uup17,line side breaker feedback active commanded close.,8,auto reset,1,bhatkheda
uup17,line side breaker feedback active commanded close.,8,reboot & restored wtg,2,bhatkheda
uup17,line side breaker feedback active commanded close.,8,wtg reset restored,1,bhatkheda
uup17,line side breaker feedback active commanded close.,8,wtg reset restored.,4,bhatkheda
uup17,line side hardware detected over-current fault phase c.,2,auto reset,1,bhatkheda
uup17,line side hardware detected over-current fault phase c.,2,wtg reset restored.,1,bhatkheda
uup17,manual stop,9,220kv s/s shutdown taken lws maintenance work,1,bhatkheda
uup17,manual stop,9,220kv s/s shutdown taken phase pt fuse replacement work,1,bhatkheda
uup17,manual stop,9,fdr 3 lws maintenance work,5,bhatkheda
uup17,manual stop,9,wtg stopped blade lps resistance measurement work done,1,bhatkheda
uup17,manual stop,9,wtg stopped parameters checking work,1,bhatkheda
uup17,manual stop internal shutdown,1,internal feeder shutdown taken customer maintenance work,1,bhatkheda
uup17,maximum time yaw positioning exceeded.,23,auto reset,21,bhatkheda
uup17,maximum time yaw positioning exceeded.,23,wtg reset restored.,2,bhatkheda
uup17,modification,2,new plc 2.4.0 software version updated work done,1,bhatkheda
uup17,modification,2,wtg stopped ngcc software updated work done,1,bhatkheda
uup17,nacelle cabinet +3nca200 ups module alarm.,2,auto reset,2,bhatkheda
uup17,natural calamity,2,auto reseted (high wind),1,bhatkheda
uup17,natural calamity,2,wtg stopped due access road blocked unknown person,1,bhatkheda
uup17,non plausible pitch state difference.,3,auto reset,2,bhatkheda
uup17,non plausible pitch state difference.,3,auto reset wtg,1,bhatkheda
uup17,pitch started wrong capacitor state.,5,reset restore wtg,1,bhatkheda
uup17,pitch started wrong capacitor state.,5,wtg reset & restored,1,bhatkheda
uup17,pitch started wrong capacitor state.,5,wtg reset & restored wtg,2,bhatkheda
uup17,pitch started wrong capacitor state.,5,wtg reset restored,1,bhatkheda
uup17,preventive maintenance,30,restored wtg,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped half yearly preventive maintenance also activity generator alignment work done,4,bhatkheda
uup17,preventive maintenance,30,wtg stopped half yearly preventive maintenance also fixed complete la cable nacelle,4,bhatkheda
uup17,preventive maintenance,30,wtg stopped half yearly preventive maintenance work done,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped half yearly uss maintenance work done,3,bhatkheda
uup17,preventive maintenance,30,wtg stopped uss half yearly preventive maintenance work done restored wtg,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped uss visual preventive maintenance work done,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped uss yearly preventive maintenance work done,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped vcb,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped visual maintenance work done,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped wtg half yearly preventive maintenance also activity generator alignment done restored wtg,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped wtg visual maintenance also activity audit pending point compliance work done,2,bhatkheda
uup17,preventive maintenance,30,wtg stopped wtg yearly preventive maintenance work done restored wtg,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped yearly preventive maintenance work done,3,bhatkheda
uup17,preventive maintenance,30,wtg stopped yearly uss maintenance power cable recrimping work work,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped yearly uss maintenance work,1,bhatkheda
uup17,preventive maintenance,30,wtg stopped yearly wtg maintenance work,3,bhatkheda
uup17,slc tiggered pitch safety run.,1,wtg reset restored.,1,bhatkheda
uup17,slc: pitch actuator supervision module error state.,3,wtg reset restored,1,bhatkheda
uup17,slc: pitch actuator supervision module error state.,3,wtg reset restored.,2,bhatkheda
uup17,slc: speed supervision module error state.,2,attend,1,bhatkheda
